row_idx,date,original_text,n_items,n_matched,n_unmatched,matches
2570,2024-04-29,"Scrambled eggs(onions, tomatoes, olive oil, saltm milk) + Fried Plantain +  RCF + Tea(Honey, 2% Milk) Scrambled eggs(onions, tomatoes, olive oil, saltm milk) + Fried Plantain +  RCF + Tea(Honey, 2% Milk)",16,16,0,"[{""item"": ""Scrambled eggs"", ""usda_match"": ""Egg, whole, cooked, scrambled"", ""score"": 0.609, ""portion_g"": 100}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Fried Plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""2% Milk) Scrambled eggs(onions"", ""usda_match"": ""Egg, whole, cooked, scrambled"", ""score"": 0.519, ""portion_g"": 100}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Fried Plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}]"
2571,2024-04-29,"Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bullion, salt, ginger) + RCF + Fried plantain + scrambled egg  Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bul",21,21,0,"[{""item"": ""Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Fried plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""scrambled egg  Rice"", ""usda_match"": ""Egg, whole, cooked, scrambled"", ""score"": 0.569, ""portion_g"": 200}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Fried plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""scrambled egg"", ""usda_match"": ""Egg, whole, cooked, scrambled"", ""score"": 0.609, ""portion_g"": 50}]"
2572,2024-04-30,Rainbow African Restuarant(Meat Pie) +  RCF + Pineapple/Ginger Juice Rainbow African Restuarant(Meat Pie) +  RCF + Pineapple/Ginger Juice,7,7,0,"[{""item"": ""Rainbow African Restuarant"", ""usda_match"": ""Fish, smelt, rainbow, raw"", ""score"": 0.335, ""portion_g"": 150.0}, {""item"": ""Meat Pie"", ""usda_match"": ""Danish pastry, cheese"", ""score"": 0.254, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple/Ginger Juice Rainbow African Restuarant"", ""usda_match"": ""Pineapple, raw, all varieties"", ""score"": 0.874, ""portion_g"": 240}, {""item"": ""Meat Pie"", ""usda_match"": ""Danish pastry, cheese"", ""score"": 0.254, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple/Ginger Juice"", ""usda_match"": ""Pineapple, raw, all varieties"", ""score"": 0.921, ""portion_g"": 240}]"
2573,2024-04-30,Mixed Rice + RCF + Tonic Water Mixed Rice + RCF + Tonic Water,5,5,0,"[{""item"": ""Mixed Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.769, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water Mixed Rice"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.447, ""portion_g"": 240}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2574,2024-05-01,Hagen Daazs + RCF Hagen Daazs + RCF,2,2,0,"[{""item"": ""RCF Hagen Daazs"", ""usda_match"": ""Ice cream sandwich, made with light ice cream, vanilla"", ""score"": 0.593, ""portion_g"": 30}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
2575,2024-05-01,Mixed Rice + Collard Green + RCF + Pineapple Juice Mixed Rice + Collard Green + RCF + Pineapple Juice,7,7,0,"[{""item"": ""Mixed Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.769, ""portion_g"": 200}, {""item"": ""Collard Green"", ""usda_match"": ""Collards, cooked, boiled, drained, with salt"", ""score"": 0.854, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice Mixed Rice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.454, ""portion_g"": 240}, {""item"": ""Collard Green"", ""usda_match"": ""Collards, cooked, boiled, drained, with salt"", ""score"": 0.854, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2576,2024-05-01,Sneakers Bar +  Pineapple Juice Sneakers Bar +  Pineapple Juice,3,3,0,"[{""item"": ""Sneakers Bar"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.409, ""portion_g"": 150.0}, {""item"": ""Pineapple Juice Sneakers Bar"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.473, ""portion_g"": 240}, {""item"": ""Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2577,2024-05-01,Sabai Sabai (Noodles(Shrimp) + Drink ) + RCF Sabai Sabai (Noodles(Shrimp) + Drink ) + RCF,6,6,0,"[{""item"": ""Noodles(Shrimp"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.633, ""portion_g"": 200}, {""item"": ""Drink )"", ""usda_match"": ""Beverages, orange breakfast drink, ready-to-drink, with added nutrients"", ""score"": 0.276, ""portion_g"": 150.0}, {""item"": ""RCF Sabai Sabai"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Noodles(Shrimp"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.633, ""portion_g"": 200}, {""item"": ""Drink )"", ""usda_match"": ""Beverages, orange breakfast drink, ready-to-drink, with added nutrients"", ""score"": 0.276, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
2578,2024-05-02,Sabai Sabai (Noodles(Shrimp)  ) + RCF + Tonic Water Sabai Sabai (Noodles(Shrimp)  ) + RCF + Tonic Water,6,6,0,"[{""item"": ""Noodles(Shrimp)"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.633, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water Sabai Sabai"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""Noodles(Shrimp)"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.633, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2579,2024-05-02,Mixed Rice + Collard Green + RCF + shrimp Mixed Rice + Collard Green + RCF + shrimp,7,7,0,"[{""item"": ""Mixed Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.769, ""portion_g"": 200}, {""item"": ""Collard Green"", ""usda_match"": ""Collards, cooked, boiled, drained, with salt"", ""score"": 0.854, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""shrimp Mixed Rice"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.631, ""portion_g"": 85}, {""item"": ""Collard Green"", ""usda_match"": ""Collards, cooked, boiled, drained, with salt"", ""score"": 0.854, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""shrimp"", ""usda_match"": ""Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)"", ""score"": 0.65, ""portion_g"": 85}]"
2580,2024-05-03,"LCM(Pretzels, cod fish sandwitch, fries) + RCF + Pineapple Juice/Tonic  Water LCM(Pretzels, cod fish sandwitch, fries) + RCF + Pineapple Juice/Tonic  Water",10,10,0,"[{""item"": ""Pretzels"", ""usda_match"": ""Babyfood, pretzels"", ""score"": 0.592, ""portion_g"": 150.0}, {""item"": ""cod fish sandwitch"", ""usda_match"": ""Bread, wheat"", ""score"": 0.562, ""portion_g"": 120}, {""item"": ""fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice/Tonic  Water LCM"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.389, ""portion_g"": 240}, {""item"": ""Pretzels"", ""usda_match"": ""Babyfood, pretzels"", ""score"": 0.592, ""portion_g"": 150.0}, {""item"": ""cod fish sandwitch"", ""usda_match"": ""Bread, wheat"", ""score"": 0.562, ""portion_g"": 120}, {""item"": ""fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice/Tonic  Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.389, ""portion_g"": 240}]"
2581,2024-05-03,"LCM(Chicken Wings, coslaw, Lemonade, Strawberries) + RCF + Tonic  Water LCM(Chicken Wings, coslaw, Lemonade, Strawberries) + RCF + Tonic  Water",12,12,0,"[{""item"": ""Chicken Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 120}, {""item"": ""coslaw"", ""usda_match"": ""Hummus, home prepared"", ""score"": 0.427, ""portion_g"": 150.0}, {""item"": ""Lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""Strawberries"", ""usda_match"": ""Strawberries, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic  Water LCM"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.629, ""portion_g"": 240}, {""item"": ""Chicken Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 120}, {""item"": ""coslaw"", ""usda_match"": ""Hummus, home prepared"", ""score"": 0.427, ""portion_g"": 150.0}, {""item"": ""Lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""Strawberries"", ""usda_match"": ""Strawberries, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic  Water"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.629, ""portion_g"": 240}]"
2582,2024-05-04,"LCM(cod fish sandwitch, fries, ranch dressing, (lemonade, strawberries)) + RCF + Tonic Water LCM(cod fish sandwitch, fries, ranch dressing, (lemonade, strawberries)) + RCF + Tonic Water",14,14,0,"[{""item"": ""cod fish sandwitch"", ""usda_match"": ""Bread, wheat"", ""score"": 0.562, ""portion_g"": 120}, {""item"": ""fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""ranch dressing"", ""usda_match"": ""Salad dressing, ranch dressing, regular"", ""score"": 0.763, ""portion_g"": 150.0}, {""item"": ""(lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""strawberries)"", ""usda_match"": ""Strawberries, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water LCM"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""cod fish sandwitch"", ""usda_match"": ""Bread, wheat"", ""score"": 0.562, ""portion_g"": 120}, {""item"": ""fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""ranch dressing"", ""usda_match"": ""Salad dressing, ranch dressing, regular"", ""score"": 0.763, ""portion_g"": 150.0}, {""item"": ""(lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""strawberries)"", ""usda_match"": ""Strawberries, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2583,2024-05-04,Mixed Rice + RCF  + fried plantain + fried chicken  Mixed Rice + RCF  + fried plantain + fried chicken,7,7,0,"[{""item"": ""Mixed Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.769, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""fried plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""fried chicken  Mixed Rice"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.361, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""fried plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.272, ""portion_g"": 150}, {""item"": ""fried chicken"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.373, ""portion_g"": 120}]"
2584,2024-05-05,Banana + Lemonade/Orange Juice/Tonic Water + RCF Banana + Lemonade/Orange Juice/Tonic Water + RCF,5,5,0,"[{""item"": ""Banana"", ""usda_match"": ""Bananas, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Lemonade/Orange Juice/Tonic Water"", ""usda_match"": ""Orange juice, raw (Includes foods for USDA's Food Distribution Program)"", ""score"": 0.365, ""portion_g"": 240}, {""item"": ""RCF Banana"", ""usda_match"": ""Bananas, raw"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lemonade/Orange Juice/Tonic Water"", ""usda_match"": ""Orange juice, raw (Includes foods for USDA's Food Distribution Program)"", ""score"": 0.365, ""portion_g"": 240}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
2585,2024-05-05,LCM(Pretzels) + RCF + Pineapple Juice/Tonic  Water LCM(Pretzels) + RCF + Pineapple Juice/Tonic  Water,6,6,0,"[{""item"": ""Pretzels"", ""usda_match"": ""Babyfood, pretzels"", ""score"": 0.592, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice/Tonic  Water LCM"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.389, ""portion_g"": 240}, {""item"": ""Pretzels"", ""usda_match"": ""Babyfood, pretzels"", ""score"": 0.592, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice/Tonic  Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.389, ""portion_g"": 240}]"
2586,2024-05-05,Hagen Daazs + Talenti Southern Butter Pecan Gelato Hagen Daazs + Talenti Southern Butter Pecan Gelato,2,2,0,"[{""item"": ""Talenti Southern Butter Pecan Gelato Hagen Daazs"", ""usda_match"": ""Ice cream sandwich, made with light ice cream, vanilla"", ""score"": 0.444, ""portion_g"": 14}, {""item"": ""Talenti Southern Butter Pecan Gelato"", ""usda_match"": ""Ice creams, BREYERS, No Sugar Added, Butter Pecan"", ""score"": 0.335, ""portion_g"": 14}]"
2587,2024-05-05,"Pounded Yam + Okra(meat stock, chicken bulion, salt) + Tomatoe Soup(Catfish, Goat, Fried Chicken; Chicken Buion, Beef Bulion, 7 spices, ginger/garlic powder, thyme, cilantro, salt, olive oil, canola oil) + Tonic Water + RCF Pounded Yam + Okra(meat st",31,31,0,"[{""item"": ""Pounded Yam"", ""usda_match"": ""Yam, raw"", ""score"": 0.515, ""portion_g"": 250}, {""item"": ""Okra"", ""usda_match"": ""Okra, raw"", ""score"": 0.639, ""portion_g"": 150.0}, {""item"": ""meat stock"", ""usda_match"": ""Soup, stock, beef, home-prepared"", ""score"": 0.28, ""portion_g"": 150.0}, {""item"": ""chicken bulion"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""Catfish"", ""usda_match"": ""Fish, catfish, channel, cooked, breaded and fried"", ""score"": 0.831, ""portion_g"": 120}, {""item"": ""Goat"", ""usda_match"": ""Game meat, goat, raw"", ""score"": 0.365, ""portion_g"": 120}, {""item"": ""Fried Chicken; Chicken Buion"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.38, ""portion_g"": 120}, {""item"": ""Beef Bulion"", ""usda_match"": ""Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled"", ""score"": 0.565, ""portion_g"": 120}, {""item"": ""ginger/garlic powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""thyme"", ""usda_match"": ""Thyme, fresh"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""cilantro"", ""usda_match"": ""Coriander (cilantro) leaves, raw"", ""score"": 0.377, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""canola oil"", ""usda_match"": ""Oil, canola"", ""score"": 0.49, ""portion_g"": 15}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""RCF Pounded Yam"", ""usda_match"": ""Yam, raw"", ""score"": 0.515, ""portion_g"": 250}, {""item"": ""Okra"", ""usda_match"": ""Okra, raw"", ""score"": 0.639, ""portion_g"": 150.0}, {""item"": ""meat stock"", ""usda_match"": ""Soup, stock, beef, home-prepared"", ""score"": 0.28, ""portion_g"": 150.0}, {""item"": ""chicken bulion"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""Catfish"", ""usda_match"": ""Fish, catfish, channel, cooked, breaded and fried"", ""score"": 0.831, ""portion_g"": 120}, {""item"": ""Goat"", ""usda_match"": ""Game meat, goat, raw"", ""score"": 0.365, ""portion_g"": 120}, {""item"": ""Fried Chicken; Chicken Buion"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.38, ""portion_g"": 120}, {""item"": ""Beef Bulion"", ""usda_match"": ""Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled"", ""score"": 0.565, ""portion_g"": 120}, {""item"": ""ginger/garlic powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""thyme"", ""usda_match"": ""Thyme, fresh"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""cilantro"", ""usda_match"": ""Coriander (cilantro) leaves, raw"", ""score"": 0.377, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""canola oil"", ""usda_match"": ""Oil, canola"", ""score"": 0.49, ""portion_g"": 15}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
